Date,Time of Day,Day of Week,Latitude,Longitude,Neighborhood,Safety Index,Population Density,Median Income,Crime Type,Severity Score,Past Crime Density,Arrest Made,Temperature,Visibility,Event,Location Type,Unemployment Rate,Actions Taken,Police Station Proximity (km),Surveillance Cameras,Public Transport Score
2024-01-08,Afternoon,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,5,46,0,5.930701713912846,Rainy,None,Commercial,7.5910837027766025,7,6.1124793438804215,11,5
2024-12-20,Night,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,2,40,0,29.175161547714403,Clear,None,Residential,7.1989677875146345,10,0.9087464492090346,6,1
2024-11-13,Afternoon,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,1,30,0,14.282123239623182,Foggy,None,Commercial,8.797384878469487,4,1.7968112199305533,5,2
2024-08-07,Morning,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,6,16,0,30.23351982168228,Foggy,None,Parks,9.698991219936564,7,8.660580292137908,13,3
2024-03-31,Evening,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,8,32,1,-3.1930684285355015,Foggy,None,Parks,11.902434719167294,5,5.0533875452556,9,5
2024-11-17,Afternoon,Sunday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,7,17,1,17.969558137441922,Foggy,None,Commercial,6.755049302348924,10,7.61434855952458,10,6
2024-01-29,Evening,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,6,31,1,7.453320418816606,Foggy,None,Highways,7.648512146413907,0,7.666876372161808,8,4
2024-10-04,Evening,Friday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,2,16,0,22.121407177558613,Rainy,None,Parks,7.923452858142284,7,9.950241905645761,12,8
2024-10-12,Morning,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,6,15,0,-0.9756043247354285,Foggy,None,Parks,7.951658863157437,1,7.084813212690675,12,3
2024-03-12,Morning,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,4,25,1,-2.992841737943426,Clear,None,Residential,5.9523830392807815,3,2.653897466657758,1,1
2024-11-06,Evening,Wednesday,41.8781,-87.6298,Urban,5,15000,55000,Vandalism,5,48,0,-0.6649731482775145,Rainy,None,Highways,7.202542393070576,1,4.044682111431017,13,5
2024-06-28,Afternoon,Friday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,1,39,0,7.616041855512057,Rainy,None,Commercial,6.838598819920307,4,2.822748788302124,16,3
2024-07-12,Night,Friday,40.7128,-74.006,Downtown,3,25000,60000,Assault,4,14,1,27.475426611777614,Rainy,None,Residential,5.642070703859191,4,0.603356510170931,19,4
2024-05-25,Evening,Saturday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,1,34,1,22.254753628707363,Foggy,None,Parks,7.292611336141262,1,2.9755962157885545,18,10
2024-11-14,Morning,Thursday,34.0522,-118.2437,Suburban,7,5000,75000,Theft,7,0,1,5.905835705874768,Foggy,None,Commercial,5.148050059421428,9,9.59619701635301,6,9
2024-12-06,Afternoon,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,6,24,1,30.939951273952857,Clear,None,Highways,7.385519818148742,0,7.429323247086938,3,2
2024-12-26,Morning,Thursday,29.7604,-95.3698,Industrial,4,10000,50000,Vandalism,2,11,0,18.10268799529409,Foggy,None,Residential,6.056946962113424,2,0.4095103660977054,9,1
2024-11-15,Afternoon,Friday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,5,29,1,15.018335322525544,Foggy,None,Highways,4.840380261278394,2,9.11053010025014,9,10
2024-09-06,Morning,Friday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,2,13,0,-2.56712589767214,Rainy,None,Highways,5.434492382640428,8,8.317951528799611,17,2
2024-01-25,Afternoon,Thursday,29.7604,-95.3698,Industrial,4,10000,50000,Vandalism,7,48,0,0.2785962834499678,Clear,None,Parks,7.152004459778514,8,6.25112935424035,5,1
2024-12-06,Morning,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,4,36,0,3.5160326957902335,Rainy,None,Highways,5.172024790156906,2,6.668309963724071,16,2
2024-12-08,Afternoon,Sunday,40.7128,-74.006,Downtown,3,25000,60000,Assault,6,17,0,13.59563667921558,Foggy,None,Residential,6.950368262487112,1,5.755976496127282,7,2
2024-05-20,Morning,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,2,0,0,2.672573723167906,Rainy,None,Residential,4.384871488929887,9,5.27059190124114,14,2
2024-02-22,Night,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Assault,4,44,0,27.83748157563803,Clear,None,Parks,10.582750335381593,4,4.123107463013016,7,4
2024-11-17,Afternoon,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,7,39,1,14.819329635838507,Foggy,None,Commercial,6.398300569630203,6,2.7757878608127804,16,2
2024-11-14,Morning,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Assault,9,20,0,20.368781551968958,Rainy,None,Parks,8.525814227588754,8,4.939707651678353,4,2
2024-01-10,Afternoon,Wednesday,34.0522,-118.2437,Suburban,7,5000,75000,Burglary,4,2,0,30.220030088200744,Rainy,None,Parks,5.559105044366358,0,7.42197572377066,6,7
2024-05-09,Morning,Thursday,34.0522,-118.2437,Suburban,7,5000,75000,Assault,8,27,0,23.235238217974867,Clear,None,Parks,3.001869653390045,5,1.812545963374482,15,10
2024-02-08,Afternoon,Thursday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,5,21,0,13.093931204723784,Rainy,None,Parks,7.253597020638118,5,2.4727911787038774,8,1
2024-08-12,Afternoon,Monday,40.7128,-74.006,Downtown,3,25000,60000,Fraud,3,35,0,22.80755065140289,Rainy,None,Residential,9.791839127271707,1,4.214209078082735,7,9
2024-12-17,Night,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Theft,5,23,1,2.225736605769031,Rainy,None,Residential,8.29425858586788,5,7.132657303849221,8,9
2024-04-10,Night,Wednesday,29.7604,-95.3698,Industrial,4,10000,50000,Vandalism,2,21,1,14.765264831892232,Rainy,None,Commercial,7.8054502968797,1,3.505799449278662,14,2
2024-08-07,Evening,Wednesday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,5,42,1,1.13610913187149,Clear,None,Commercial,3.376466538105513,9,7.64393925934741,17,10
2024-03-16,Afternoon,Saturday,41.8781,-87.6298,Urban,5,15000,55000,Assault,1,33,0,20.365576573975616,Clear,None,Commercial,9.421270370039547,2,2.9970940642008865,0,6
2024-05-05,Night,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,1,12,1,26.29383284581663,Rainy,None,Parks,9.232623550830759,1,2.8536390061439754,0,8
2024-10-21,Night,Monday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,1,46,0,18.817911306569364,Foggy,None,Commercial,8.582383796408152,9,8.153701542252572,6,7
2024-12-22,Morning,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Theft,1,3,0,9.214788257180938,Clear,None,Commercial,6.220809779146105,10,3.498444325288021,12,6
2024-03-16,Afternoon,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Vandalism,7,47,0,7.4866144690264225,Clear,None,Commercial,4.172087732420451,6,3.775890138564075,18,4
2024-03-23,Night,Saturday,41.8781,-87.6298,Urban,5,15000,55000,Assault,5,23,0,7.4234923704544755,Clear,None,Parks,11.93470185093841,5,6.232853952276418,14,6
2024-11-24,Evening,Sunday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,3,26,1,13.262150698714077,Clear,None,Highways,7.671835918329544,9,4.42890321346926,7,4
2024-03-17,Morning,Sunday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,2,38,1,27.690612832300573,Rainy,None,Residential,4.027620711988964,5,3.092315371646172,18,8
2024-03-31,Evening,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,5,6,0,31.081768056760325,Foggy,None,Highways,10.029974102037944,8,3.5722112151859435,11,6
2024-08-26,Morning,Monday,40.7128,-74.006,Downtown,3,25000,60000,Burglary,7,6,0,-4.420635068159302,Foggy,None,Commercial,7.41356205143746,2,6.281652348705577,8,9
2024-02-02,Night,Friday,40.7128,-74.006,Downtown,3,25000,60000,Burglary,1,22,0,26.997393223284636,Foggy,None,Residential,7.033740623410253,0,9.43816044528619,6,10
2024-01-02,Afternoon,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,3,37,1,10.76481135662863,Rainy,None,Commercial,6.152866430771052,7,5.5810208032490385,7,2
2024-07-23,Morning,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Vandalism,8,18,0,4.8936747845016,Rainy,None,Parks,10.888385328814742,10,5.671619494261343,10,4
2024-07-27,Morning,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,6,18,1,18.872104619454838,Clear,None,Residential,6.92456697507386,7,3.891294975217389,17,3
2024-04-21,Afternoon,Sunday,34.0522,-118.2437,Suburban,7,5000,75000,Theft,1,2,1,3.9279423609555266,Rainy,None,Highways,4.780907202990648,6,2.6477316997752043,9,3
2024-05-15,Night,Wednesday,34.0522,-118.2437,Suburban,7,5000,75000,Burglary,1,33,0,20.36952849418548,Clear,None,Residential,5.153616059429728,10,5.9960446757496335,16,10
2024-12-21,Afternoon,Saturday,40.7128,-74.006,Downtown,3,25000,60000,Assault,1,37,0,34.7346017676518,Clear,None,Parks,6.021357328320848,1,2.649643144067515,16,6
2024-12-23,Evening,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,4,40,1,-4.357915018164693,Clear,None,Residential,5.286599269728841,5,6.496500037743486,18,5
2024-07-07,Morning,Sunday,34.0522,-118.2437,Suburban,7,5000,75000,Theft,8,33,0,2.8606559908433926,Foggy,None,Residential,3.3841770205765793,6,3.2871264991483256,11,9
2024-04-30,Morning,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,9,46,1,20.663907355127165,Clear,None,Residential,11.294684793096483,7,2.9222333821571262,11,8
2024-08-09,Afternoon,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,1,32,0,17.057705016254804,Foggy,None,Commercial,5.13336351201704,1,6.945092091503481,8,3
2024-02-03,Afternoon,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,8,37,0,11.78145328841087,Rainy,None,Highways,7.915850543887856,0,2.1420376542541875,7,2
2024-09-09,Afternoon,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,6,48,0,23.015875158235847,Clear,None,Highways,6.859068119097989,9,3.6669530160893786,17,7
2024-09-17,Evening,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,7,38,1,17.769082174263392,Rainy,None,Parks,9.662040568442805,3,5.046118944049435,17,7
2024-12-11,Evening,Wednesday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,9,21,1,15.406977742688767,Rainy,None,Commercial,4.083867378637617,2,9.203244275285485,8,9
2024-07-09,Afternoon,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,2,13,0,4.488002658739347,Rainy,None,Highways,4.7212216312962205,8,7.180793728202768,6,10
2024-04-21,Night,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,4,45,1,15.732573516501258,Clear,None,Highways,5.204328463691522,6,4.1445003932142885,10,6
2024-08-29,Afternoon,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Theft,6,26,1,-3.4866541930892314,Rainy,None,Residential,7.422451918210405,3,1.881883333140504,11,2
2024-07-24,Morning,Wednesday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,6,48,0,3.7116437115146717,Clear,None,Highways,3.7208544348526833,9,2.8625105616190516,11,7
2024-09-04,Afternoon,Wednesday,34.0522,-118.2437,Suburban,7,5000,75000,Burglary,9,28,0,-0.6949536171503867,Rainy,None,Commercial,4.461151278446212,5,4.334160869604112,18,10
2024-11-11,Afternoon,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,3,41,0,33.75030009432544,Foggy,None,Parks,5.417679916158341,8,4.816847651119781,19,6
2024-08-30,Evening,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,6,29,0,34.134891275796,Foggy,None,Parks,4.691181767586354,10,5.299258587508203,3,2
2024-03-07,Evening,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Fraud,3,33,0,11.251464220879686,Foggy,None,Highways,9.440374997594319,0,8.58614734746516,16,5
2024-09-06,Night,Friday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,4,3,1,20.303921347424435,Clear,None,Parks,9.198053456607422,4,4.058644009244692,17,2
2024-06-02,Morning,Sunday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,9,48,0,16.572393092618547,Foggy,None,Highways,5.580882460300998,0,0.12305669435062117,4,1
2024-01-16,Night,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Vandalism,4,8,0,15.774953874493395,Foggy,None,Highways,9.72609767526159,10,2.57010703777123,18,3
2024-07-03,Morning,Wednesday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,6,8,0,-0.7843629818491715,Clear,None,Highways,5.02650944620839,10,8.474701239030457,11,7
2024-06-20,Evening,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Theft,3,4,0,22.512894922968716,Foggy,None,Parks,8.036189293270478,4,4.6683445940154344,19,7
2024-04-25,Morning,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,9,4,0,19.404375805050496,Foggy,None,Residential,10.92285451052708,5,2.1236533434259783,16,1
2024-03-26,Night,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,8,25,0,24.23725555476529,Rainy,None,Residential,6.047387745914331,2,5.54526798613925,1,7
2024-07-20,Night,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,5,8,1,0.1818902936935629,Clear,None,Residential,5.504743489170078,1,8.885930485489974,15,8
2024-04-18,Evening,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,2,10,1,26.49411591405558,Clear,None,Parks,8.54090418284833,0,0.8995523247984573,3,1
2024-08-18,Evening,Sunday,40.7128,-74.006,Downtown,3,25000,60000,Burglary,1,26,1,20.676772009928452,Foggy,None,Residential,8.249539013547142,6,7.426598021747625,9,6
2024-02-11,Morning,Sunday,40.7128,-74.006,Downtown,3,25000,60000,Burglary,3,21,0,20.145568142753362,Foggy,None,Residential,7.093211692287328,8,5.341021170534862,1,10
2024-07-25,Afternoon,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Theft,9,17,0,15.03800233587928,Clear,None,Parks,11.296288398652267,2,1.0046808124238364,8,6
2024-02-25,Afternoon,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,3,9,1,30.87527980024344,Foggy,None,Parks,6.866506711564334,4,8.495594648661296,0,5
2024-06-24,Evening,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,2,11,0,22.578263360637592,Clear,None,Highways,5.711641371843713,0,1.0955501564584422,1,8
2024-01-08,Night,Monday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,8,13,0,9.15044302849774,Rainy,None,Highways,7.096222046591199,2,5.128484006837734,18,9
2024-11-26,Evening,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,9,28,0,31.773970065519634,Rainy,None,Residential,6.748022673292023,8,4.801580779112694,19,8
2024-06-05,Evening,Wednesday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,7,33,0,14.837259397175622,Rainy,None,Highways,5.664530541283002,5,0.3822251024884915,15,2
2024-09-25,Night,Wednesday,41.8781,-87.6298,Urban,5,15000,55000,Assault,6,39,0,-2.735672058771086,Foggy,None,Commercial,10.863705351756902,10,1.7051773124610772,17,5
2024-04-01,Afternoon,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Burglary,2,21,0,-1.621178590141601,Foggy,None,Commercial,5.053728655817377,3,7.147346097668358,10,1
2024-02-01,Night,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Theft,1,37,0,28.780492290015317,Clear,None,Residential,8.152029936927084,2,0.2676227050801543,8,2
2024-06-06,Morning,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,4,32,0,1.5602596921256362,Clear,None,Parks,8.083656314438871,9,2.1235428405242485,3,8
2024-09-19,Morning,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Assault,1,39,1,25.888591514908917,Clear,None,Residential,6.870056067039949,5,0.41200395471783313,14,7
2024-06-06,Night,Thursday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,6,20,0,15.514851502123474,Rainy,None,Parks,4.042033363189098,3,9.115902891860507,3,9
2024-12-26,Evening,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Theft,8,8,0,28.253624161150967,Rainy,None,Highways,7.450179120538419,5,4.774094403741912,9,4
2024-03-15,Night,Friday,40.7128,-74.006,Downtown,3,25000,60000,Theft,9,16,0,23.439201062942544,Foggy,None,Commercial,8.484715649854584,0,7.153170221694201,11,9
2024-04-30,Afternoon,Tuesday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,1,0,0,13.70113814769066,Rainy,None,Parks,5.879864104320319,10,2.2649779978874913,11,4
2024-07-27,Morning,Saturday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,2,9,0,33.84432438014197,Clear,None,Parks,6.959900169702646,4,3.5578299386667736,10,1
2024-12-16,Night,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,7,22,0,23.339615393209606,Clear,None,Commercial,7.671627392742373,10,7.522616225858083,1,4
2024-04-02,Afternoon,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,4,37,0,5.471233608824342,Clear,None,Commercial,7.8143664126245,3,4.383008687322508,7,9
2024-12-21,Afternoon,Saturday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,6,32,0,16.052365530605883,Foggy,None,Residential,5.082536151569527,8,8.047524492139921,14,4
2024-11-30,Night,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,3,19,1,23.787131707066017,Foggy,None,Highways,6.122917000043849,1,2.7790537447976327,8,9
2024-12-04,Afternoon,Wednesday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,9,6,0,-1.5586770016810902,Foggy,None,Commercial,5.257229342197011,0,8.380857422612788,13,10
2024-05-25,Afternoon,Saturday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,5,8,0,3.667810626409832,Clear,None,Highways,7.599520884078781,10,3.5873531831768783,18,5
2024-07-24,Evening,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,5,32,0,18.617895950536592,Foggy,None,Commercial,6.010643083462803,4,0.1361200094948995,1,5
2024-03-23,Evening,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,6,30,0,15.373199986128611,Rainy,None,Highways,7.687306887729214,10,8.11852334887885,18,6
2024-03-05,Afternoon,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,3,41,0,25.369518031271383,Clear,None,Commercial,4.891839064788893,6,4.366276167900967,11,3
2024-04-25,Night,Thursday,34.0522,-118.2437,Suburban,7,5000,75000,Theft,8,41,0,31.242047288174277,Clear,None,Parks,4.663983508692876,4,7.374197826131689,5,6
2024-09-17,Evening,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,3,4,0,15.60031171928301,Rainy,None,Commercial,6.698542469375907,8,6.841252681341926,16,10
2024-10-02,Night,Wednesday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,3,33,1,29.81982265221494,Clear,None,Highways,6.928065904395359,7,9.19065183104702,4,3
2024-08-10,Afternoon,Saturday,34.0522,-118.2437,Suburban,7,5000,75000,Theft,6,32,0,-0.058781744984583995,Rainy,None,Parks,4.91853109044049,9,6.10910073595238,6,10
2024-07-10,Afternoon,Wednesday,34.0522,-118.2437,Suburban,7,5000,75000,Theft,4,14,0,18.195665391130547,Rainy,None,Highways,3.713640939950765,3,0.770279972912734,18,1
2024-04-18,Morning,Thursday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,4,16,0,2.565482367852021,Clear,None,Highways,3.6281236826235306,4,7.494960884238624,5,6
2024-12-13,Morning,Friday,41.8781,-87.6298,Urban,5,15000,55000,Theft,6,48,1,33.73461824725403,Clear,None,Highways,9.657188825624134,4,8.620457925907314,14,2
2024-01-21,Evening,Sunday,34.0522,-118.2437,Suburban,7,5000,75000,Burglary,8,47,0,1.4261145030928368,Foggy,None,Commercial,4.28477254101319,9,2.8346609245601226,10,4
2024-03-11,Evening,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,4,24,1,4.9051070749991865,Rainy,None,Residential,6.092496317305082,4,6.12610983131506,2,3
2024-12-16,Night,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,8,48,0,5.001856297451916,Clear,None,Residential,5.62488628189023,1,8.668318435593699,9,4
2024-05-06,Evening,Monday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,1,39,1,28.8327495075703,Foggy,None,Commercial,10.431485481062634,2,9.982979193325912,12,7
2024-06-16,Evening,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Vandalism,1,27,0,3.1607823614000807,Foggy,None,Parks,6.71160083692676,3,2.574453988050977,15,2
2024-06-07,Morning,Friday,34.0522,-118.2437,Suburban,7,5000,75000,Assault,1,24,1,7.703535303642944,Clear,None,Highways,4.703641492152545,5,0.2515359019593003,13,8
2024-01-27,Evening,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,4,48,1,7.558261845799926,Foggy,None,Commercial,6.225035993916831,7,5.524741490291809,17,6
2024-10-10,Afternoon,Thursday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,6,29,1,32.56991172686696,Rainy,None,Highways,4.5215692046082445,6,0.18196311973321663,6,9
2024-10-06,Afternoon,Sunday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,1,49,0,17.52209586506508,Foggy,None,Commercial,5.506175238589074,5,1.1086248958817366,10,7
2024-07-04,Afternoon,Thursday,29.7604,-95.3698,Industrial,4,10000,50000,Vandalism,6,4,0,11.402186629096306,Clear,None,Residential,5.147207178935425,1,7.862371844707325,15,3
2024-01-30,Night,Tuesday,34.0522,-118.2437,Suburban,7,5000,75000,Assault,6,23,0,-2.2390337940979688,Foggy,None,Residential,4.22949843135148,3,1.9385859780394135,10,10
2024-07-09,Night,Tuesday,34.0522,-118.2437,Suburban,7,5000,75000,Burglary,7,5,0,14.807540467199015,Foggy,None,Residential,3.9712679951130667,1,8.325324954473885,19,10
2024-01-16,Evening,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,9,26,0,14.325880732146121,Rainy,None,Highways,9.958435593571764,7,3.0878698033650824,2,2
2024-03-01,Afternoon,Friday,34.0522,-118.2437,Suburban,7,5000,75000,Theft,4,12,1,15.411732734163138,Clear,None,Parks,5.805849623120586,3,8.438439646391705,5,2
2024-08-23,Morning,Friday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,1,30,0,15.964470796156846,Rainy,None,Commercial,7.914418847478649,1,7.529289971843543,13,6
2024-03-10,Afternoon,Sunday,40.7128,-74.006,Downtown,3,25000,60000,Fraud,7,27,0,28.811305189873842,Foggy,None,Commercial,6.960763804595101,1,2.785254609803126,5,9
2024-01-05,Night,Friday,40.7128,-74.006,Downtown,3,25000,60000,Burglary,9,45,1,-4.48963384209744,Rainy,None,Residential,9.684376881074702,4,1.5986220160218336,19,2
2024-10-23,Morning,Wednesday,41.8781,-87.6298,Urban,5,15000,55000,Theft,4,13,1,11.158696169726944,Clear,None,Commercial,8.479411880665534,2,0.33049216380042984,12,2
2024-08-26,Morning,Monday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,3,15,0,29.49556784965288,Clear,None,Commercial,6.2789839156245435,0,1.1751827271621658,10,2
2024-07-15,Evening,Monday,41.8781,-87.6298,Urban,5,15000,55000,Theft,7,19,0,6.397863094875742,Foggy,None,Parks,9.64791812854329,3,8.183761057885691,2,6
2024-01-05,Evening,Friday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,8,6,0,9.345864366994906,Foggy,None,Residential,5.4098835588952445,6,4.481604385820348,2,4
2024-08-25,Morning,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,4,16,0,17.870010450296792,Clear,None,Parks,5.431250680491479,9,9.71003501335196,6,6
2024-12-08,Night,Sunday,34.0522,-118.2437,Suburban,7,5000,75000,Assault,4,22,0,19.344818159312467,Clear,None,Residential,5.728569523782486,6,2.401566679801715,13,8
2024-08-01,Night,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Assault,6,12,0,30.84443377156485,Rainy,None,Commercial,6.029469326085588,10,5.707421155841487,17,8
2024-08-27,Night,Tuesday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,5,9,0,26.76231736808368,Rainy,None,Highways,3.193184523112281,7,5.628688633877861,17,4
2024-11-20,Evening,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,9,5,0,29.23242984956441,Foggy,None,Residential,5.405129353762674,3,1.5501662093062654,14,3
2024-05-16,Night,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,1,20,0,5.8580562944135615,Rainy,None,Highways,7.914849254727727,6,5.632786500451286,8,4
2024-09-19,Afternoon,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Burglary,2,30,0,13.192039074043404,Clear,None,Commercial,9.54206834505214,4,4.368643373370769,0,9
2024-08-16,Afternoon,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,9,47,0,12.767842061261078,Foggy,None,Residential,5.104160275413711,4,9.220630421623818,15,8
2024-03-26,Night,Tuesday,40.7128,-74.006,Downtown,3,25000,60000,Fraud,9,17,0,23.017556045729304,Clear,None,Parks,6.767991051533069,0,2.9763626395058105,4,7
2024-07-01,Afternoon,Monday,40.7128,-74.006,Downtown,3,25000,60000,Fraud,1,43,0,15.55124360827999,Foggy,None,Highways,8.730183226821955,8,1.6631452328010974,17,3
2024-08-15,Morning,Thursday,34.0522,-118.2437,Suburban,7,5000,75000,Burglary,3,41,1,16.89013729794357,Clear,Festival,Parks,3.809331594674253,9,3.4319164607973067,15,8
2024-06-23,Night,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,1,49,0,17.61988020286075,Foggy,None,Parks,5.72112251797377,9,9.141006693463863,4,2
2024-06-03,Night,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,2,35,0,34.97142791892573,Rainy,None,Residential,4.397867536507498,5,3.0261502287192528,7,7
2024-04-17,Evening,Wednesday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,7,34,1,8.323752493789481,Rainy,None,Commercial,3.6879266133799957,3,1.2117000548882597,1,8
2024-04-28,Afternoon,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Vandalism,7,5,1,34.604675868733345,Foggy,None,Parks,4.326020149982988,3,0.912647448433136,15,6
2024-08-23,Night,Friday,41.8781,-87.6298,Urban,5,15000,55000,Theft,7,0,1,33.71490842784263,Rainy,None,Residential,8.891104693816857,4,8.13808576124789,9,10
2024-09-25,Afternoon,Wednesday,41.8781,-87.6298,Urban,5,15000,55000,Assault,5,47,0,7.390056404375848,Foggy,None,Residential,7.807239666983158,2,3.086585341948796,17,6
2024-07-26,Night,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,6,32,0,-2.5343177891632385,Foggy,None,Commercial,7.535367349479541,5,0.5483936085488063,19,7
2024-02-21,Evening,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Assault,2,11,0,-1.6639547890380735,Clear,None,Commercial,5.897074708427617,10,3.7699715087024956,4,1
2024-02-07,Evening,Wednesday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,1,24,0,21.971428689895326,Clear,None,Highways,11.935515004919743,3,8.147781276568105,18,2
